Institution_Name,Country,Country_Code,Region,Size,Focus,Research,Age,Status,Rank_2026,Previous_Rank_2025,Rank_2024,Rank_2023,Overall_Score_2026,Overall_Score_2024,Academic_Reputation_Score_2026,Academic_Reputation_Rank_2026,Employer_Reputation_Score_2026,Employer_Reputation_Rank_2026,Faculty_Student_Score_2026,Faculty_Student_Rank_2026,Citations_per_Faculty_Score_2026,Citations_per_Faculty_Rank_2026,International_Faculty_Score_2026,International_Faculty_Rank_2026,International_Students_Score_2026,International_Students_Rank_2026,International_Students_Diversity_Score_2026,International_Students_Diversity_Rank_2026,International_Research_Network_Score_2026,International_Research_Network_Rank_2026,Employment_Outcomes_Score_2026,Employment_Outcomes_Rank_2026,Sustainability_Score_2026,Sustainability_Rank_2026,Academic_Reputation_Score_2024,Academic_Reputation_Rank_2024,Employer_Reputation_Score_2024,Employer_Reputation_Rank_2024,Faculty_Student_Score_2024,Faculty_Student_Rank_2024,Citations_per_Faculty_Score_2024,Citations_per_Faculty_Rank_2024,International_Faculty_Score_2024,International_Faculty_Rank_2024,International_Students_Score_2024,International_Students_Rank_2024,International_Research_Network_Score_2024,International_Research_Network_Rank_2024,Employment_Outcomes_Score_2024,Employment_Outcomes_Rank_2024,Sustainability_Score_2024,Sustainability_Rank_2024
University of Zilina,Slovakia,,Europe,M,FO,VH,,Public,1001-1200,1001-1200,,,-,,6.3,701+,7.3,701+,59.5,302,13.9,801+,5.5,801+,12.3,801+,14.7,801+,25.6,801+,5.6,801+,36.5,801+,,,,,,,,,,,,,,,,,,
University of Zurich,Switzerland,CH,,L,FC,VH,5,A,,,=91,83=,,61.6,,,,,,,,,,,,,,,,,,,,,59.1,126,27.6,352,89.9,88,52.0,248,100.0,60,53.0,274,87.2,100,75.2,58,80.2,149
University of Zurich (UZH),Switzerland,,Europe,L,FO,VH,,Public,100,109,,,68.5,,71.0,132,43.5,308,95.2,72,52.3,361,100.0,82,57.8,357,43.1,482,93.5,114,90.8,97,69.8,318,,,,,,,,,,,,,,,,,,
University of Žilina,Slovakia,SK,,M,FO,VH,4,A,,,1001-1200,801-1000,,-,,,,,,,,,,,,,,,,,,,,,5.7,601+,1.0,601+,56.1,264,6.2,701+,2.5,701+,2.9,701+,1.2,701+,13.4,641,1.1,701+
University Paris 2 Panthéon-Assas,France,FR,,L,SP,,5,A,,,851-900,601-650,,-,,,,,,,,,,,,,,,,,,,,,7.1,601+,3.5,601+,71.3,179,1.2,701+,12.5,701+,24.5,479,1.0,701+,27.4,297,1,701+
University POLITEHNICA of Bucharest,Romania,RO,Europe,L,FO,VH,5,Public,1201-1400,1201-1400,1201-1400,1201-1400,-,-,6.3,701+,20.8,630,4.9,801+,14.6,801+,1.7,801+,4.7,801+,3.7,801+,61.4,672,9.4,801+,22.8,801+,5.7,601+,8.7,601+,3.5,701+,6.4,701+,1.5,701+,2.8,701+,17.9,561,6.4,701+,1.2,701+
"University Politehnica of Timisoara, UPT",Romania,RO,,M,FO,VH,5,A,,,1401+,1201-1400,,-,,,,,,,,,,,,,,,,,,,,,4.0,601+,3.4,601+,8.6,701+,3.6,701+,1.2,701+,2.9,701+,1.3,701+,8.5,701+,1,701+
University Toulouse – Jean Jaurès,France,,Europe,L,FO,VH,,Public,1201-1400,1001-1200,,,-,,13.1,701+,4.8,701+,1.8,801+,9.0,801+,34.1,544,31.0,580,23.2,717,64.0,635,2.4,801+,30.1,801+,,,,,,,,,,,,,,,,,,
University Ulm,Germany,DE,,M,FO,VH,4,A,,,=542,375=,,21.7,,,,,,,,,,,,,,,,,,,,,7.6,601+,3.9,601+,78.3,144,33.7,404,41.1,403,21.1,533,14.5,603,7.2,701+,3.2,701+
Università  Cattolica del Sacro Cuore,Italy,IT,Europe,L,FO,VH,5,Private not for Profit,409,442,=505,511-520,36.8,23.0,33.1,370,43.1,311,28.7,663,40.3,466,17.1,764,13.9,801+,19.9,763,72.4,492,42.7,411,62.0,458=,23.5,367,31.4,314,35.0,453,13.4,672,10.4,701+,12.7,668,9.0,696,26,318,44.4,336=
Università degli Studi della Tuscia (University of Tuscia),Italy,IT,,M,CO,VH,3,A,,,1001-1200,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,3.9,601+,1.3,601+,6.1,701+,33.5,409,10.7,701+,6.7,701+,2.4,701+,6.8,701+,14.4,620
Università degli studi di Bergamo,Italy,IT,Europe,L,FO,VH,3,Public,1401+,1201-1400,1201-1400,1201-1400,-,-,7.2,701+,4.2,701+,2.5,801+,11.9,801+,5.8,801+,12.3,801+,18.2,790,39.1,801+,5.5,801+,31.4,801+,5.7,601+,2.3,601+,1.5,701+,6.3,701+,8.4,701+,6.4,701+,1.4,701+,8.5,701+,1.1,701+
Università  degli Studi di Palermo,Italy,,Europe,L,CO,VH,,Public,801-850,851-900,,,-,,17.8,688,4.8,701+,7.1,801+,45.0,415,3.3,801+,3.8,801+,8.8,801+,84.0,274,6.4,801+,44.3,801+,,,,,,,,,,,,,,,,,,
Università  degli Studi di Pavia,Italy,IT,Europe,L,FC,VH,5,Public,423,440,=469,561-570,36.1,24.6,29.4,420,12.9,701+,13.5,801+,72.3,196,8.4,801+,24.6,669,30.7,607,80.4,346,20.4,718,74.9,237=,21.2,413,5.8,601+,7.5,701+,51.0,257,6.1,701+,13.2,657,53.1,296,13.2,652,44.4,336=
Università degli Studi di Perugia,Italy,IT,,L,FC,VH,5,A,,,661-670,801-1000,,-,,,,,,,,,,,,,,,,,,,,,9.3,601+,2.3,601+,3.6,701+,42.4,318,6.9,701+,5.9,701+,27.3,477,6,701+,66,222
Università degli Studi di Roma - Tor Vergata,Italy,,Europe,L,CO,VH,,Public,355,393,,,41.2,,40.7,294,25.2,534,14.9,801+,65.5,246,19.7,716,58.8,348,62.8,315,71.7,505,8.5,801+,70.3,313=,,,,,,,,,,,,,,,,,,
Università degli Studi di Udine,Italy,IT,Europe,M,CO,VH,3,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,9.5,701+,4.8,701+,15.2,801+,23.9,657,5.7,801+,8.2,801+,13.6,801+,52.1,801+,2.0,801+,42.8,801+,7.2,601+,2.5,601+,10.2,701+,22.0,528,4.7,701+,4.0,701+,5.8,701+,7.7,701+,20.7,539
Università degli Studi Roma Tre,Italy,IT,Europe,XL,CO,VH,3,Public,901-950,901-950,901-950,801-1000,-,-,24.7,515,14.6,701+,3.3,801+,15.5,796,8.8,801+,7.8,801+,6.0,801+,66.7,594,11.0,801+,56.2,576=,17.5,508,6.9,601+,2.1,701+,14.9,638,9.0,701+,4.6,701+,18.2,558,5.8,701+,8.4,695=
Università del Salento,Italy,IT,,L,CO,VH,4,A,,,1001-1200,,,-,,,,,,,,,,,,,,,,,,,,,7.0,601+,1.6,601+,7.1,701+,22.0,528,1.8,701+,1.5,701+,19.6,546,4.7,701+,,
Università della Calabria,Italy,,Europe,M,CO,VH,,Public,951-1000,901-950,,,-,,11.1,701+,4.5,701+,10.6,801+,34.9,526,9.2,801+,7.9,801+,13.5,801+,79.1,367,1.7,801+,57.5,550=,,,,,,,,,,,,,,,,,,
Università della Svizzera Italiana,Switzerland,,Europe,S,FO,VH,,Public,473,405,,,33.5,,9.3,701+,9.4,701+,70.3,227,43.4,434,100.0,33,100.0,10,100.0,5,42.7,801+,2.2,801+,48.2,751=,,,,,,,,,,,,,,,,,,
Università di Padova,Italy,IT,,XL,FC,VH,5,A,,,219,243=,,43.0,,,,,,,,,,,,,,,,,,,,,57.3,133,22.0,428,7.8,701+,51.8,250,12.9,701+,9.4,701+,91.3,73,13.8,620,95,55
Università Vita-Salute San Raffaele,Italy,IT,Europe,S,SP,VH,3,Private not for Profit,461,389,=595,436=,33.9,19.9,4.8,701+,3.1,701+,89.3,108,99.5,28,6.2,801+,11.3,801+,16.3,801+,35.5,801+,4.1,801+,26.1,801+,3.1,601+,1.7,601+,98.8,40,39.0,352,8.3,701+,3.1,701+,3.6,701+,7.6,701+,1,701+
Universität Bayreuth,Germany,,Europe,M,CO,VH,,Public,448,527,,,34.5,,14.1,701+,22.3,596,64.6,272,39.2,481,63.6,365,39.7,494,45.1,462,82.3,306,16.2,801+,69.9,316=,,,,,,,,,,,,,,,,,,
Universität Bielefeld,Germany,,Europe,L,FO,VH,,Public,1001-1200,1001-1200,,,-,,19.9,620,7.5,701+,16.1,801+,8.8,801+,25.9,636,16.3,794,12.4,801+,68.9,548,4.9,801+,44.1,801+,,,,,,,,,,,,,,,,,,
Universität Bremen,Germany,DE,Europe,L,CO,VH,4,Public,530,592,=514,601-650,30.8,22.7,25.7,491,14.2,701+,15.2,801+,39.5,477,61.4,381,41.9,477,47.2,440,86.9,220,7.6,801+,54.9,605,19.7,450,8.4,601+,16.3,701+,24.4,496,41.7,394,26.7,453,77.7,160,7.2,701+,28.1,467=
Universität des Saarlandes,Germany,DE,Europe,L,FC,VH,4,Public,635,601-610,=600,441=,27.2,19.8,14.0,701+,10.1,701+,96.3,65,12.1,801+,6.3,801+,62.3,325,46.4,449,70.4,520,41.8,419,31.9,801+,11.1,601+,4.5,601+,89.9,87,8.3,701+,4.9,701+,39.2,350,39.0,384,20.1,416,2,701+
Universität Duisburg-Essen,Germany,DE,Europe,XL,FC,VH,4,Public,801-850,801-850,771-780,801-1000,-,-,16.1,701+,8.1,701+,21.9,794,15.3,799,33.0,555,52.7,391,57.2,357,90.5,168,16.9,788,44.9,801+,11.5,601+,5.2,601+,11.4,701+,11.8,701+,36.4,443,42.2,334,54.9,286,11.5,701+,9.2,685=
Universität Düsseldorf,Germany,,Europe,L,FC,VH,,Public,851-900,851-900,,,-,,16.2,701+,11.4,701+,60.4,298,11.5,801+,,,30.6,584,23.0,720,68.5,558,4.9,801+,36.9,801+,,,,,,,,,,,,,,,,,,
Universität Erlangen-Nürnberg,Germany,,Europe,L,FC,VH,,Public,232,224,,,52.2,,37.9,316,46.2,290,5.2,801+,96.7,59,39.5,504,60.6,338,64.4,307,86.7,226,27.1,606,75.4,228=,,,,,,,,,,,,,,,,,,
Universität Freiburg,Germany,,Europe,L,FC,VH,,Public,201,212,,,55.6,,56.8,195,35.3,408,31.1,616,66.4,238,78.7,302,44.2,455,49.4,420,89.5,180,47.2,372,85.6,104=,,,,,,,,,,,,,,,,,,
Universität Hamburg,Germany,DE,Europe,L,FO,VH,5,Public,193,191,205,228,56.5,45.1,64.0,157,51.7,238,25.6,725,54.6,333,58.8,396,31.3,576,37.1,524,93.8,103,49.9,346,94.1,29,51.0,160,28.7,340,16.9,701+,60.0,205,41.6,395,22.3,512,87.2,101,26.8,305,52.8,292=
Universität Hohenheim,Germany,,Europe,M,SP,VH,,Public,711-720,601-610,,,-,,9.1,701+,11.1,701+,19.6,801+,45.4,409,31.8,565,38.4,512,28.7,631,74.1,464,7.7,801+,55.0,604,,,,,,,,,,,,,,,,,,
Universität Innsbruck,Austria,AT,Europe,L,FC,VH,5,Public,350,309,=362,308=,41.5,30.6,27.7,455,12.3,701+,76.9,184,17.7,758,100.0,72,100.0,31,100.0,19,73.9,470,69.9,210,74.7,243=,20.2,433,7.0,601+,69.2,187,11.2,701+,100.0,65,100.0,27,32.9,434,35.7,208,16.5,586=
Universität Jena,Germany,DE,Europe,L,FC,VH,5,Public,575,526,=461,352=,29.1,24.9,23.4,540,10.4,701+,100.0,21,12.7,801+,,,34.1,548,25.5,679,91.1,154,4.9,801+,53.2,641=,18.5,482,6.0,601+,99.9,20,10.0,701+,,,22.4,509,84.0,125,8.1,701+,16.1,592=
Universität Konstanz,Germany,DE,Europe,M,CO,VH,4,Public,440,466,478,541-550,34.9,24.2,25.5,499,18.7,692,50.3,380,33.4,544,91.5,213,26.8,634,32.8,577,63.7,640,23.0,673,69.9,316=,20.4,430,6.9,601+,33.7,473,21.2,541,79.8,230,14.2,638,24.1,506,15.6,536,55.8,271=
Universität Leipzig,Germany,DE,Europe,L,FC,VH,5,Public,535,527,479,420=,30.6,24.1,31.5,391,14.0,701+,85.3,132,13.0,801+,,,24.0,673,18.1,795,82.7,298,15.9,801+,57.2,557,25.4,344,10.2,601+,71.0,181,9.6,701+,,,15.8,602,59.3,249,10,701+,34.6,403=
Universität Mannheim,Germany,DE,Europe,M,FO,VH,5,Public,416,487,=454,541-550,36.5,25.2,20.3,604,76.3,120,4.6,801+,42.4,449,55.7,407,41.2,481,46.6,445,25.7,801+,45.0,390,51.3,677=,16.1,545,48.6,179,2.1,701+,45.1,299,29.1,495,20.9,536,2.0,701+,23.8,355,2.5,701+
Universität Potsdam,Germany,DE,Europe,L,FO,VH,3,Public,477,474,460,601-650,33.4,25.0,22.3,563,5.0,701+,28.4,673,53.7,347,60.9,384,34.9,541,40.6,499,92.6,133,4.2,801+,75.3,231,16.0,547,3.1,601+,16.4,701+,38.6,359,51.0,353,21.8,518,86.3,105,7.2,701+,42.6,345=
Universität Regensburg,Germany,DE,Europe,L,FO,VH,4,Public,691,741-750,741-750,581-590,25.4,-,16.0,701+,11.9,701+,77.3,181,13.3,801+,39.4,505,17.7,768,23.9,708,71.0,512,27.7,600,38.7,801+,11.2,601+,6.7,601+,75.9,159,7.2,701+,,,9.5,701+,27.1,480,14.1,606,1.9,701+
Universität Rostock,Germany,DE,Europe,L,FC,HI,5,Public,851-900,801-850,761-770,601-650,-,-,9.6,701+,5.0,701+,92.6,90,9.5,801+,,,21.2,705,16.0,801+,77.3,398,6.6,801+,39.5,801+,7.7,601+,3.2,601+,79.4,140,5.8,701+,,,14.7,626,47.6,329,9.2,701+,2.8,701+
Universität Siegen,Germany,DE,Europe,L,CO,HI,4,Public,1201-1400,1001-1200,1001-1200,1001-1200,-,-,5.4,701+,1.2,701+,15.4,801+,10.2,801+,53.9,419,37.3,524,42.9,485,42.0,801+,4.9,801+,29.2,801+,4.7,601+,1.9,601+,9.7,701+,6.5,701+,52.4,350,29.1,430,5.7,701+,8.9,701+,1.3,701+
Universität Stuttgart,Germany,DE,Europe,L,FO,VH,5,Public,310,314,312,355=,44.5,33.7,33.4,364,46.1,291,11.0,801+,64.2,253,44.8,468,60.9,337,64.7,306,69.7,537,35.8,480,74.2,253=,23.7,361,27.2,357,6.1,701+,64.8,177,37.4,430,49.8,296,36.5,405,19.4,430,33.8,411=
Universität Ulm,Germany,,Europe,M,FO,VH,,Public,546,554,,,30.2,,10.9,701+,10.2,701+,83.9,147,43.8,430,47.5,450,30.8,582,23.1,718,67.2,585,3.4,801+,38.7,801+,,,,,,,,,,,,,,,,,,
Universität zu Köln,Germany,,Europe,L,FO,VH,,Public,272,285,,,48.2,,45.0,263,50.5,250,23.6,759,43.8,429,39.3,506,47.1,430,52.0,399,92.6,134,64.5,241,88.9,71=,,,,,,,,,,,,,,,,,,
Université Catholique de Louvain (UCL),Belgium,,Europe,L,FC,VH,,Private not for Profit,191,203,,,56.8,,61.7,164,36.0,398,6.4,801+,59.5,291,94.5,185,63.1,319,66.6,292,91.6,150,82.0,150,81.3,157,,,,,,,,,,,,,,,,,,
Université catholique de Louvain (UCLouvain),Belgium,BE,,L,FC,VH,5,B,,,=180,195=,,48.0,,,,,,,,,,,,,,,,,,,,,49.1,166,30.8,317,4.4,701+,60.2,203,89.4,186,39.3,347,83.2,130,51.7,125,54.6,279=
Université Claude Bernard Lyon 1,France,FR,Europe,XL,FC,VH,5,Public,587,562,=452,601-650,28.6,25.5,26.1,486,5.9,701+,9.6,801+,53.0,356,10.1,801+,20.5,723,15.5,801+,91.7,149,16.0,801+,51.0,680=,18.9,471,4.1,601+,8.2,701+,55.3,233,7.9,701+,13.2,659,90.8,78,8.8,701+,26.6,481=
Université Côte d’Azur,France,FR,Europe,XL,FC,VH,1,Public,688,731-740,721-730,751-800,25.6,-,21.6,573,8.2,701+,9.1,801+,27.7,609,36.5,526,51.0,402,55.6,367,83.3,288,13.6,801+,69.2,326=,15.8,551,3.0,601+,5.2,701+,21.8,530,32.8,467,39.7,345,42.6,356,7.8,701+,5.6,701+
Université de Bordeaux,France,,Europe,XL,FO,VH,,Public,494,535,,,32.5,,43.2,274,10.0,701+,13.5,801+,28.1,605,31.7,566,35.2,539,40.9,498,93.5,113,25.3,635,56.5,571=,,,,,,,,,,,,,,,,,,
Université de Bretagne Occidentale (UBO),France,,Europe,L,FO,VH,,,1001-1200,,,,-,,6.2,701+,5.4,701+,32.1,600,25.2,634,,,,,,,82.7,297,3.6,801+,47.2,783=,,,,,,,,,,,,,,,,,,
Université de Caen Normandie,France,FR,Europe,L,FC,HI,5,Public,1201-1400,1001-1200,1001-1200,1201-1400,-,-,11.3,701+,5.2,701+,9.2,801+,10.3,801+,11.0,801+,11.4,801+,8.7,801+,76.4,414,6.6,801+,35.8,801+,9.0,601+,2.6,601+,6.0,701+,5.7,701+,9.3,701+,6.9,701+,36.8,402,6.4,701+,1.2,701+
Université de Franche-Comté,France,FR,Europe,S,CO,VH,,Public,851-900,711-720,1201-1400,,-,-,7.6,701+,3.6,701+,100.0,8,18.7,740,,,,,,,77.4,395,3.8,801+,32.0,801+,5.8,601+,2.1,601+,,,,,,,,,46.0,336,,,,
Université de Fribourg,Switzerland,CH,,M,CO,VH,5,A,,,=563,571-580,,20.9,,,,,,,,,,,,,,,,,,,,,10.7,601+,3.8,601+,5.3,701+,38.8,355,100.0,76,45.4,319,8.9,701+,20.4,411,5.2,701+
Université de Lille,France,FR,Europe,XL,FC,VH,1,Public,654,721-730,631-640,751-800,26.6,-,33.9,358,10.6,701+,6.1,801+,27.0,616,21.0,698,25.4,657,19.1,778,94.2,95,6.9,801+,54.3,617=,25.3,346,4.2,601+,4.4,701+,14.6,643,16.8,637,17.6,580,86.3,106,7,701+,17.2,574=
Université de Limoges,France,FR,Europe,M,SP,VH,,,1201-1400,1201-1400,1201-1400,,-,-,8.9,701+,5.5,701+,22.4,783,9.1,801+,,,,,,,55.9,750,3.6,801+,29.6,801+,6.1,601+,1.9,601+,18.2,701+,7.2,701+,,,,,16.7,578,6.4,701+,,
Université de Liège,Belgium,BE,,L,FC,VH,5,A,,,=421,521-530,,26.7,,,,,,,,,,,,,,,,,,,,,18.1,495,16.3,524,12.9,701+,27.2,461,50.7,355,48.5,306,79.3,149,16.2,516,47.8,318=
Université de Lorraine,France,FR,Europe,XL,FO,VH,5,Public,751-760,801-850,721-730,801-1000,-,-,19.2,644,5.0,701+,8.6,801+,24.7,646,40.5,494,40.0,488,29.9,617,95.6,68,22.3,692,54.5,610=,13.7,601+,3.6,601+,6.4,701+,11.4,701+,28.9,496,28.4,438,93.1,63,10.2,701+,17.2,574=
Université de Montpellier,France,FR,Europe,XL,FO,VH,5,Public,430,448,=382,501-510,35.7,29.0,26.7,471,4.9,701+,11.7,801+,72.3,195,29.0,594,42.8,468,48.0,433,99.4,10,18.8,745,55.3,596=,19.4,461,3.4,601+,8.9,701+,57.6,224,23.9,550,32.3,398,99.8,9,10.7,701+,38.7,370=
Université de Montréal ,Canada,CA,,XL,FC,VH,5,A,,,=141,116=,,52.1,,,,,,,,,,,,,,,,,,,,,56.6,136,34.5,283,77.0,154,24.9,491,88.4,191,52.2,277,65.2,216,36,205,95.5,50
Université de Nantes,France,FR,,XL,CO,VH,5,A,,,771-780,801-1000,,-,,,,,,,,,,,,,,,,,,,,,10.3,601+,2.7,601+,7.1,701+,23.6,505,17.1,625,13.9,642,77.3,161,6.7,701+,15.6,601=
Université de Paris-Cité,France,FR,,XL,FO,VH,1,A,,,236,248=,,41.1,,,,,,,,,,,,,,,,,,,,,31.6,275,5.9,601+,9.2,701+,93.7,61,19.3,598,41.5,336,99.6,11,11.6,701+,46,331=
Université de Poitiers,France,FR,Europe,L,CO,VH,5,Public,1201-1400,1001-1200,1001-1200,1001-1200,-,-,11.1,701+,1.2,701+,7.6,801+,8.5,801+,,,38.9,505,29.1,626,74.6,448,13.6,801+,39.3,801+,8.7,601+,2.0,601+,4.9,701+,6.2,701+,,,29.1,431,36.3,409,7.8,701+,2.3,701+
Université de Rennes 1,France,,Europe,L,FO,VH,,Public,711-720,721-730,,,-,,21.3,581,11.0,701+,15.6,801+,36.7,510,15.9,781,19.0,745,14.4,801+,86.9,218,9.8,801+,49.4,719=,,,,,,,,,,,,,,,,,,
Université de Rennes 1 (University of Rennes),France,FR,,L,FO,VH,5,A,,,711-720,801-1000,,-,,,,,,,,,,,,,,,,,,,,,15.8,550,4.0,601+,12.2,701+,25.0,487,12.6,701+,12.1,677,57.3,265,7.4,701+,13.4,631=
Université de Sfax,Tunisia,TN,Africa,XL,CO,VH,2,Public,1001-1200,1001-1200,1001-1200,,-,-,11.4,701+,4.2,701+,56.3,330,6.1,801+,1.1,801+,5.6,801+,9.6,801+,58.9,708,13.6,801+,49.6,711=,5.9,601+,2.5,601+,40.6,386,4.1,701+,1.1,701+,3.3,701+,4.2,701+,11.3,701+,,
Université de Sherbrooke,Canada,CA,Americas,L,FC,HI,4,Public,901-950,851-900,801-850,751-800,-,-,8.2,701+,4.4,701+,24.2,749,24.2,651,62.6,372,13.9,801+,10.5,801+,55.0,771,31.8,530,48.5,743=,6.9,601+,6.8,601+,19.9,671,20.1,557,56.2,331,8.4,701+,3.2,701+,14.3,592,7.5,701+
Université de Sousse,Tunisia,TN,Africa,L,FC,HI,2,Public,1201-1400,1001-1200,1001-1200,751-800,-,-,6.4,701+,3.9,701+,51.8,365,2.9,801+,1.2,801+,3.7,801+,7.9,801+,36.6,801+,9.4,801+,44.1,801+,3.7,601+,1.1,601+,60.7,233,1.7,701+,1.1,701+,2.1,701+,1.2,701+,7.9,701+,1,701+
Université de Strasbourg,France,FR,Europe,XL,FC,VH,5,Public,420,456,=421,434=,36.3,26.7,50.1,224,16.3,701+,7.3,801+,31.5,570,41.7,484,45.4,445,33.9,564,90.7,166,29.8,552,47.3,780=,39.6,216,7.9,601+,5.3,701+,23.1,512,35.6,449,38.6,357,70.2,194,10.9,701+,14.9,614=
Université de Toulouse II-Le Mirail,France,FR,,XL,FO,VH,5,A,,,1001-1200,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,10.1,601+,2.6,601+,1.2,701+,7.0,701+,28.5,499,21.6,524,12.5,630,6.7,701+,1.1,701+
Université de Tunis,Tunisia,TN,Africa,L,FO,VH,4,Public,1201-1400,1001-1200,1201-1400,1201-1400,-,-,11.3,701+,5.8,701+,28.3,674,3.0,801+,2.5,801+,2.8,801+,7.1,801+,17.4,801+,58.5,280,29.6,801+,6.1,601+,2.5,601+,17.3,701+,1.9,701+,2.2,701+,1.8,701+,1.0,701+,15.5,542,1,701+
Université de Tunis El Manar,Tunisia,TN,Africa,L,FC,VH,2,Public,731-740,771-780,951-1000,1201-1400,-,-,15.8,701+,6.2,701+,39.9,508,9.2,801+,61.9,376,16.7,787,19.9,764,82.5,301,61.3,259,56.7,562=,8.0,601+,2.6,601+,20.8,649,4.8,701+,21.9,573,5.1,701+,50.2,311,27.3,299,8.3,701+
Université du Québec,Canada,CA,Americas,XL,FC,HI,4,Public,851-900,851-900,751-760,571-580,-,-,20.5,600,14.9,701+,2.5,801+,16.8,767,40.3,497,19.0,744,14.4,801+,65.4,616,31.4,531,51.6,669=,17.3,516,11.8,601+,1.6,701+,16.3,610,37.1,435,11.6,683,19.7,545,14.8,563,27.3,478=
Université Grenoble Alpes,France,FR,Europe,XL,FC,VH,1,Public,321,334,294,317=,43.4,35.6,55.3,200,19.2,679,10.4,801+,51.8,365,30.9,579,47.9,421,52.7,390,94.1,97,31.8,529,60.0,502=,44.5,188,10.1,601+,7.8,701+,48.8,276,18.4,611,34.9,380,92.6,64,14.2,596,40.8,360=
Université Ibn Tofail,Morocco,,Africa,XL,CO,HI,,Public,1201-1400,,,,-,,14.6,701+,3.1,701+,1.5,801+,12.0,801+,27.0,624,4.2,801+,9.1,801+,28.6,801+,5.0,801+,36.8,801+,,,,,,,,,,,,,,,,,,
Université Jean Moulin Lyon 3,France,FR,Europe,L,SP,VH,5,Public,1201-1400,1201-1400,1201-1400,1201-1400,-,-,11.2,701+,11.4,701+,2.4,801+,4.3,801+,27.0,626,44.1,456,49.2,421,11.8,801+,5.9,801+,25.4,801+,8.9,601+,3.4,601+,1.8,701+,2.2,701+,25.5,528,30.8,414,1.0,701+,7.1,701+,1.1,701+
Université Laval,Canada,CA,,L,FC,VH,5,A,,,=441,433,,25.9,,,,,,,,,,,,,,,,,,,,,19.9,443,11.0,601+,25.6,577,25.1,484,67.4,290,36.3,372,55.4,280,24.4,343,31,432=
Université Libre de Bruxelles (ULB),Belgium,,Europe,L,FC,VH,,Public,227,230,,,53.1,,43.3,271,46.8,281,4.6,801+,60.3,287,99.2,124,89.6,171,90.4,145,90.9,162,74.8,184,65.2,393=,,,,,,,,,,,,,,,,,,
Université Lumière Lyon 2,France,FR,Europe,L,SP,VH,4,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,14.3,701+,5.6,701+,5.6,801+,11.8,801+,33.5,548,48.8,415,53.6,382,62.5,658,2.4,801+,31.9,801+,10.9,601+,2.5,601+,5.5,701+,6.3,701+,28.0,501,38.2,361,12.2,633,6.7,701+,3.7,701+
Université Mohammed V de Rabat,Morocco,MA,Africa,XL,CO,VH,3,Public,1201-1400,1001-1200,1201-1400,1401+,-,-,4.8,701+,3.1,701+,2.4,801+,9.5,801+,4.7,801+,5.7,801+,11.1,801+,75.6,428,75.8,178,42.6,801+,3.1,601+,2.2,601+,1.6,701+,4.0,701+,3.7,701+,2.6,701+,17.6,566,22,376,2.7,701+
Université Paris 1 Panthéon-Sorbonne,France,FR,Europe,XL,FO,VH,5,Public,257,283,=328,300=,49.7,32.6,78.0,103,62.2,180,6.8,801+,4.8,801+,39.0,508,61.2,333,65.0,304,70.8,513,84.3,139,61.8,460=,65.2,104,24.9,385,4.2,701+,3.4,701+,38.2,421,46.4,314,30.0,458,32.2,238,16.3,588=
Université Paris 2 Panthéon-Assas,France,,Europe,L,SP,VH,,Public,1001-1200,901-950,,,-,,8.5,701+,8.2,701+,63.1,280,1.4,801+,15.8,785,38.6,510,44.1,473,6.1,801+,64.4,242,17.0,801+,,,,,,,,,,,,,,,,,,
Université Paris Cité,France,,Europe,XL,FO,VH,,Public,300,302,,,45.5,,37.7,317,13.9,701+,11.0,801+,92.5,91,24.8,653,61.0,336,45.5,455,99.5,6,22.8,676,55.7,582=,,,,,,,,,,,,,,,,,,
Université Paris-Nanterre,France,FR,Europe,XL,FO,VH,5,Public,1201-1400,1001-1200,1201-1400,1201-1400,-,-,14.6,701+,4.7,701+,4.7,801+,4.0,801+,11.7,801+,2.1,801+,1.8,801+,60.0,692,44.3,398,39.8,801+,11.9,601+,2.4,601+,3.0,701+,3.0,701+,9.9,701+,1.5,701+,14.6,601,15.2,553,1.9,701+
Université Paris-Saclay,France,FR,Europe,XL,CO,VH,1,Public,70,73,71,69,75.9,67.6,75.3,112,99.4,19,99.9,24,42.4,450,45.9,463,72.7,263,75.4,233,98.5,16,82.9,146,92.7,39=,58.9,128,99.1,13,99.8,25,45.8,294,39.1,416,60.8,244,98.7,17,34.3,224,73.6,182=
Université Paul Sabatier Toulouse III,France,FR,Europe,L,FO,VH,5,Public,587,580,=511,581-590,28.6,22.8,24.6,519,4.4,701+,45.5,432,36.4,514,6.9,801+,33.2,557,24.8,687,98.1,21,9.3,801+,50.4,696=,18.4,485,3.4,601+,40.4,388,24.8,493,5.5,701+,23.5,493,98.2,20,7.4,701+,21.8,524=
Université Paul-Valéry Montpellier 3,France,,Europe,L,FO,VH,,Public,1201-1400,1001-1200,,,-,,14.9,701+,6.1,701+,4.0,801+,8.7,801+,6.8,801+,45.3,446,33.9,565,50.9,801+,2.4,801+,36.3,801+,,,,,,,,,,,,,,,,,,
