University Name,Country,THE Rank,QS Rank,THE Overall Score,QS Overall Score,Academic Reputation,Employer Reputation,Teaching Score,Research Score,THE Citation Score,QS Citation Score,Industry Income,Faculty Student Score,Student Staff Ratio,Number of Students,International Students %,International Faculty Score,International Students Score,International Research Network,International Outlook,Employment Outcomes,Sustainability Score
Universidad Autónoma del Estado de Morelos,Mexico,1501+,1401+,9.7-22.7,,4.0,2.2,17.1,9.1,9.1,1.6,28.8,13.0,17.4,30889.0,0.0,3.2,1.1,1.1,27.4,4.0,3.8
Universidad Nacional Autónoma de Honduras,Honduras,,1401+,,,4.1,5.0,25.8,17.2,52.4,1.0,41.0,2.9,16.3,16267.0,0.06,1.7,10.25,1.0,45.3,22.4,1.0
Universidad Autónoma de San Luis de Potosí,Mexico,,1401+,,,6.2,2.4,25.8,17.2,52.4,2.4,41.0,5.5,16.3,16267.0,0.06,1.6,1.4,1.3,45.3,3.9,1.2
Universidad Autónoma de Querétaro,Mexico,1501+,1401+,9.7-22.7,,4.9,2.9,19.1,10.5,19.1,2.4,23.7,5.2,45.2,25567.0,0.01,5.4,1.6,1.0,30.0,6.0,1.0
Universidad Autonoma de Yucatan,Mexico,1501+,1401+,9.7-22.7,,5.6,1.5,14.9,10.0,14.6,2.4,24.1,5.0,19.6,19128.0,0.0,2.3,1.1,1.0,33.6,3.9,1.0
Nara Institute of Science and Technology,Japan,,1401+,,,5.6,2.3,25.8,17.2,52.4,10.4,41.0,16.85,16.3,16267.0,0.06,13.5,10.25,1.5,45.3,11.8,8.4
Pontificia Universidade Católica do Minas Gerais - PUC Minas,Brazil,,1401+,,,5.0,3.8,25.8,17.2,52.4,1.5,41.0,1.6,16.3,16267.0,0.06,13.5,10.25,1.0,45.3,6.2,1.0
Universidad Católica de Santiago de Guayaquil,Ecuador,,1401+,,,3.9,4.2,25.8,17.2,52.4,1.3,41.0,2.9,16.3,16267.0,0.06,6.9,1.3,1.0,45.3,14.4,1.0
University of Mataram,Indonesia,,1401+,,,4.9,1.6,25.8,17.2,52.4,1.1,41.0,3.5,24.0,31378.0,0.0,1.2,1.0,1.0,45.3,5.0,8.4
Universidad Mayor de San Simón Cochabamba,Bolivia,,1401+,,,5.0,2.6,25.8,17.2,52.4,1.1,41.0,1.2,182.0,83711.0,0.0,13.5,1.1,1.0,45.3,17.1,1.0
Ataturk University,Turkey,1201-1500,1401+,22.8-28.2,,4.9,2.0,19.1,16.7,45.0,3.9,24.5,2.8,31.0,58922.0,0.04,2.7,3.6,2.3,25.5,9.4,4.3
"The University of Notre Dame, Australia",Australia,,1401+,,,3.2,4.2,25.8,17.2,52.4,7.6,41.0,3.1,16.3,16267.0,0.06,2.9,1.5,1.0,45.3,6.2,1.0
Universitas Andalas,Indonesia,1501+,1401+,9.7-22.7,,6.9,3.9,24.7,12.7,16.5,1.4,36.1,4.9,22.0,32695.0,0.01,2.1,1.1,1.0,33.2,6.1,1.1
Irkutsk State University,Russia,1501+,1401+,9.7-22.7,,3.6,1.6,18.6,11.5,9.1,1.4,18.9,17.6,14.2,13496.0,0.04,1.9,3.8,1.1,28.1,8.7,1.5
State University of Malang,Indonesia,1501+,1401+,9.7-22.7,,5.3,2.3,18.5,11.1,30.0,1.7,15.8,7.9,30.5,33358.0,0.04,9.9,1.3,1.0,31.4,7.5,1.0
Universidad del Magdalena,Colombia,,1401+,,,4.2,4.6,25.8,17.2,52.4,1.3,41.0,2.7,31.8,15306.0,0.0,6.4,1.3,1.0,45.3,6.4,1.0
Technische Universität Kaiserslautern,Germany,601-800,1401+,37.0-41.8,,6.5,3.2,38.7,28.7,44.4,10.4,83.0,16.85,22.0,6912.0,0.19,13.5,10.25,10.8,56.7,11.8,8.4
Udayana University,Indonesia,,1401+,,,5.6,3.9,25.8,17.2,52.4,1.3,41.0,6.5,16.3,16267.0,0.06,3.6,9.6,1.0,45.3,5.0,1.1
Zürcher Hochschule Winterthur,Switzerland,,1401+,,,5.7,6.7,25.8,17.2,52.4,10.4,41.0,16.85,16.3,16267.0,0.06,13.5,10.25,1.7,45.3,11.8,8.4
University of Lampung,Indonesia,1501+,1401+,9.7-22.7,,3.4,1.8,17.1,8.1,26.3,1.3,16.8,4.7,13.1,34807.0,0.0,1.0,1.0,1.0,18.4,5.8,8.4
Universidad Central de Chile,Chile,,1401+,,,4.8,3.2,25.8,17.2,52.4,1.7,41.0,3.2,16.3,16267.0,0.06,4.2,1.9,1.0,45.3,4.1,1.0
"International University of Business, Agriculture and Technology",Bangladesh,,1401+,,,5.9,3.6,25.8,17.2,52.4,10.4,41.0,16.85,18.1,5115.0,0.01,13.5,10.25,1.0,45.3,11.8,8.4
Khulna University,Bangladesh,1201-1500,1401+,22.8-28.2,,5.9,5.3,17.0,9.5,46.9,10.4,17.1,16.85,13.9,6997.0,0.0,13.5,10.25,1.0,43.7,11.8,8.4
Universidad Tecnica Particular De Loja,Ecuador,1501+,1401+,9.7-22.7,,5.1,2.8,10.6,8.4,11.2,1.6,15.8,1.2,29.3,57924.0,0.01,9.3,1.3,1.0,48.2,9.5,3.9
Al-Balqa Applied University,Jordan,1001-1200,1401+,28.3-32.6,,5.0,6.7,12.0,13.6,59.2,2.4,22.5,4.3,27.3,27973.0,0.02,3.8,1.8,2.0,39.3,7.6,1.0
Kwame Nkrumah University of Science and Technology,Ghana,1001-1200,1401+,28.3-32.6,,5.9,7.6,16.2,20.7,50.8,10.4,52.0,16.85,60.8,71529.0,0.01,13.5,10.25,10.8,47.2,11.8,8.4
Universidad de La Serena,Chile,1201-1500,1401+,22.8-28.2,,3.9,2.0,12.3,9.9,49.2,7.3,16.4,3.0,26.4,8170.0,0.01,4.7,1.3,1.0,50.4,7.7,1.2
University Abdelhamid Ibn Badis Mostaganem,Algeria,1501+,,9.7-22.7,,10.95,9.5,17.7,7.8,8.1,10.4,15.7,16.85,19.5,24983.0,0.01,13.5,10.25,6.95,33.5,11.8,8.4
Abdelmalek Essaâdi University,Morocco,1501+,,9.7-22.7,,10.95,9.5,21.6,9.7,30.1,10.4,17.2,16.85,91.8,122962.0,0.01,13.5,10.25,6.95,29.4,11.8,8.4
Londrina State University,Brazil,1501+,,9.7-22.7,,10.95,9.5,30.3,16.1,19.6,10.4,34.8,16.85,10.9,21220.0,0.01,13.5,10.25,6.95,23.9,11.8,8.4
Lobachevsky State University of Nizhni Novgorod,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,31.8,13.4,14.7,10.4,32.7,16.85,10.6,19457.0,0.12,13.5,10.25,6.95,38.5,11.8,8.4
Latvia University of Life Sciences and Technologies,Latvia,1501+,,9.7-22.7,,10.95,9.5,16.3,17.3,15.8,10.4,30.5,16.85,21.3,3991.0,0.04,13.5,10.25,6.95,24.1,11.8,8.4
Lahore College for Women University (LCWU),Pakistan,1501+,,9.7-22.7,,10.95,9.5,16.5,9.6,37.6,10.4,16.1,16.85,21.3,11857.0,0.0,13.5,10.25,6.95,40.6,11.8,8.4
Lagos State University,Nigeria,1501+,,9.7-22.7,,10.95,9.5,12.9,9.3,25.3,10.4,16.0,16.85,35.6,28722.0,0.0,13.5,10.25,6.95,41.9,11.8,8.4
Oran 1 University,Algeria,1501+,,9.7-22.7,,10.95,9.5,30.7,9.0,13.2,10.4,17.8,16.85,21.9,25443.0,0.01,13.5,10.25,6.95,39.7,11.8,8.4
Université Frères Mentouri Constantine 1,Algeria,1501+,,9.7-22.7,,10.95,9.5,20.2,8.1,13.5,10.4,18.2,16.85,16.2,32394.0,0.01,13.5,10.25,6.95,38.3,11.8,8.4
Blida 1 University,Algeria,1501+,,9.7-22.7,,10.95,9.5,19.6,8.6,14.9,10.4,16.7,16.85,20.4,29433.0,0.01,13.5,10.25,6.95,36.8,11.8,8.4
North-Western State Medical University named after I.I. Mechnikov,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,26.0,9.8,7.7,10.4,17.1,16.85,5.4,6539.0,0.11,13.5,10.25,6.95,29.7,11.8,8.4
Northern (Arctic) Federal University named after M.V. Lomonosov,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,20.3,11.1,7.7,10.4,19.7,16.85,14.9,8341.0,0.09,13.5,10.25,6.95,31.9,11.8,8.4
Afe Babalola University,Nigeria,1501+,,9.7-22.7,,10.95,9.5,23.4,11.6,17.2,10.4,24.6,16.85,10.7,9660.0,0.01,13.5,10.25,6.95,43.6,11.8,8.4
Adelphi University,United States,1501+,,9.7-22.7,,10.95,9.5,24.1,7.7,26.1,10.4,16.4,16.85,11.1,6582.0,0.07,13.5,10.25,6.95,33.0,11.8,8.4
Acıbadem University,Turkey,1501+,,9.7-22.7,,10.95,9.5,25.8,12.0,22.7,10.4,24.2,16.85,5.7,2547.0,0.03,13.5,10.25,6.95,30.3,11.8,8.4
University of Abou Bekr Belkaïd Tlemcen,Algeria,1501+,,9.7-22.7,,10.95,9.5,22.7,9.0,11.6,10.4,19.6,16.85,21.3,42485.0,0.01,13.5,10.25,6.95,35.3,11.8,8.4
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,1501+,,9.7-22.7,,10.95,9.5,12.4,9.7,18.2,10.4,16.7,16.85,21.0,18816.0,0.0,13.5,10.25,6.95,30.6,11.8,8.4
Saga University,Japan,1501+,,9.7-22.7,,10.95,9.5,26.0,14.5,21.8,10.4,59.0,16.85,9.8,6518.0,0.02,13.5,10.25,6.95,25.4,11.8,8.4
Communication University of China,China,1501+,,9.7-22.7,,10.95,9.5,27.5,17.3,15.5,10.4,37.6,16.85,15.3,17316.0,0.03,13.5,10.25,6.95,23.4,11.8,8.4
Chiba Institute of Technology,Japan,1501+,,9.7-22.7,,10.95,9.5,14.8,8.8,13.0,10.4,26.1,16.85,24.4,9979.0,0.02,13.5,10.25,6.95,20.9,11.8,8.4
National Chiayi University,Taiwan,1501+,,9.7-22.7,,10.95,9.5,14.4,14.1,21.0,10.4,56.7,16.85,22.5,11251.0,0.03,13.5,10.25,6.95,21.8,11.8,8.4
National Chi Nan University,Taiwan,1501+,,9.7-22.7,,10.95,9.5,20.0,18.4,13.3,10.4,72.1,16.85,14.7,5853.0,0.09,13.5,10.25,6.95,32.1,11.8,8.4
REVA University,India,1501+,,9.7-22.7,,10.95,9.5,16.0,7.9,37.9,10.4,20.7,16.85,18.7,13907.0,0.01,13.5,10.25,6.95,19.8,11.8,8.4
Reshetnev Siberian State University of Science and Technology,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,12.3,8.2,15.8,10.4,18.5,16.85,22.9,16411.0,0.03,13.5,10.25,6.95,20.4,11.8,8.4
CES University,Colombia,1501+,,9.7-22.7,,10.95,9.5,19.2,9.1,5.8,10.4,16.4,16.85,13.6,6612.0,0.03,13.5,10.25,6.95,37.1,11.8,8.4
Pontifical Catholic University of Minas Gerais,Brazil,1501+,,9.7-22.7,,10.95,9.5,24.4,10.7,14.6,10.4,20.5,16.85,36.0,37267.0,0.01,13.5,10.25,6.95,24.7,11.8,8.4
Ufa University of Science and Technology,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,19.3,10.2,8.1,10.4,25.6,16.85,12.6,24187.0,0.05,13.5,10.25,6.95,22.7,11.8,8.4
Rzeszów University of Technology,Poland,1501+,,9.7-22.7,,10.95,9.5,20.6,9.1,29.1,10.4,22.9,16.85,11.6,10742.0,0.01,13.5,10.25,6.95,23.1,11.8,8.4
University of the Ryukyus,Japan,1501+,,9.7-22.7,,10.95,9.5,25.4,14.1,22.6,10.4,37.2,16.85,9.9,7534.0,0.02,13.5,10.25,6.95,37.6,11.8,8.4
Ryukoku University,Japan,1501+,,9.7-22.7,,10.95,9.5,15.5,10.6,12.0,10.4,23.2,16.85,27.7,15818.0,0.02,13.5,10.25,6.95,31.2,11.8,8.4
Ceará State University,Brazil,1501+,,9.7-22.7,,10.95,9.5,21.1,11.4,8.9,10.4,17.9,16.85,14.7,16305.0,0.0,13.5,10.25,6.95,20.2,11.8,8.4
University of Caxias do Sul,Brazil,1501+,,9.7-22.7,,10.95,9.5,15.9,9.4,11.8,10.4,22.3,16.85,30.4,15054.0,0.0,13.5,10.25,6.95,21.6,11.8,8.4
North-Caucasus Federal University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,27.8,9.0,9.1,10.4,17.4,16.85,8.0,18917.0,0.11,13.5,10.25,6.95,33.3,11.8,8.4
Universidad Católica del Maule,Chile,1501+,,9.7-22.7,,10.95,9.5,13.4,13.4,19.3,10.4,15.8,16.85,21.1,10891.0,0.03,13.5,10.25,6.95,57.5,11.8,8.4
Ivanovo State University of Chemistry and Technology,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,16.4,9.7,7.0,10.4,21.3,16.85,16.8,3652.0,0.06,13.5,10.25,6.95,25.0,11.8,8.4
Chelyabinsk State University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,12.3,10.7,10.7,10.4,17.0,16.85,24.3,11226.0,0.02,13.5,10.25,6.95,25.9,11.8,8.4
College of Charleston,United States,1501+,,9.7-22.7,,10.95,9.5,17.4,7.9,30.4,10.4,23.2,16.85,16.3,9986.0,0.01,13.5,10.25,6.95,29.8,11.8,8.4
PSG College of Technology,India,1501+,,9.7-22.7,,10.95,9.5,22.9,8.9,29.4,10.4,20.7,16.85,14.2,8140.0,0.0,13.5,10.25,6.95,17.6,11.8,8.4
University of Prishtina,Kosovo,1501+,,9.7-22.7,,10.95,9.5,11.8,10.7,13.7,10.4,18.4,16.85,31.4,28532.0,0.01,13.5,10.25,6.95,38.9,11.8,8.4
Toyama Prefectural University,Japan,1501+,,9.7-22.7,,10.95,9.5,25.0,9.5,9.5,10.4,27.0,16.85,9.5,1864.0,0.02,13.5,10.25,6.95,21.8,11.8,8.4
Chuo University,Japan,1501+,,9.7-22.7,,10.95,9.5,18.7,12.7,15.5,10.4,27.2,16.85,35.6,26161.0,0.04,13.5,10.25,6.95,30.4,11.8,8.4
Chubu University,Japan,1501+,,9.7-22.7,,10.95,9.5,17.1,11.9,15.9,10.4,33.4,16.85,17.1,8929.0,0.02,13.5,10.25,6.95,34.1,11.8,8.4
Ming Chuan University,Taiwan,1501+,,9.7-22.7,,10.95,9.5,13.4,12.0,22.6,10.4,51.0,16.85,21.6,18146.0,0.11,13.5,10.25,6.95,38.4,11.8,8.4
Université Chouaïb Doukkali,Morocco,1501+,,9.7-22.7,,10.95,9.5,13.4,10.8,28.8,10.4,18.9,16.85,34.5,23437.0,0.02,13.5,10.25,6.95,26.7,11.8,8.4
Chinese Culture University,Taiwan,1501+,,9.7-22.7,,10.95,9.5,13.9,10.0,16.8,10.4,26.1,16.85,23.5,23152.0,0.06,13.5,10.25,6.95,29.8,11.8,8.4
Polytechnic University of TimiÅŸoara,Romania,1501+,,9.7-22.7,,10.95,9.5,16.7,10.1,33.9,10.4,30.9,16.85,18.7,11846.0,0.03,13.5,10.25,6.95,22.6,11.8,8.4
"University of the North, Colombia",Colombia,1501+,,9.7-22.7,,10.95,9.5,18.3,13.0,26.0,10.4,24.0,16.85,17.3,13471.0,0.0,13.5,10.25,6.95,52.8,11.8,8.4
University of Colima,Mexico,1501+,,9.7-22.7,,10.95,9.5,21.6,8.0,12.4,10.4,20.0,16.85,9.3,14288.0,0.0,13.5,10.25,6.95,31.6,11.8,8.4
Moscow State University of Civil Engineering,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,20.3,11.6,25.3,10.4,39.6,16.85,13.3,12468.0,0.07,13.5,10.25,6.95,25.0,11.8,8.4
Tokyo City University,Japan,1501+,,9.7-22.7,,10.95,9.5,17.6,12.0,13.9,10.4,43.6,16.85,26.8,7479.0,0.02,13.5,10.25,6.95,28.6,11.8,8.4
Penza State University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,14.3,8.7,7.8,10.4,16.3,16.85,17.2,17934.0,0.12,13.5,10.25,6.95,32.8,11.8,8.4
State University of Santa Cruz,Brazil,1501+,,9.7-22.7,,10.95,9.5,22.9,9.3,14.1,10.4,17.4,16.85,9.8,7854.0,0.02,13.5,10.25,6.95,34.9,11.8,8.4
V.I. Vernadsky Crimean Federal University (Vernadsky CFU),Ukraine,1501+,,9.7-22.7,,10.95,9.5,19.0,9.9,7.6,10.4,16.6,16.85,12.5,21485.0,0.09,13.5,10.25,6.95,27.2,11.8,8.4
Tomsk State University of Control Systems and Radioelectronics,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,22.2,11.0,18.9,10.4,40.0,16.85,12.1,6452.0,0.14,13.5,10.25,6.95,38.5,11.8,8.4
Ovidius University of Constanța,Romania,1501+,,9.7-22.7,,10.95,9.5,19.4,9.2,9.6,10.4,15.9,16.85,12.5,17355.0,0.07,13.5,10.25,6.95,27.0,11.8,8.4
Çankırı Karatekin University,Turkey,1501+,,9.7-22.7,,10.95,9.5,12.5,9.5,22.7,10.4,15.6,16.85,19.9,10567.0,0.2,13.5,10.25,6.95,41.0,11.8,8.4
San Sebastián University,Chile,1501+,,9.7-22.7,,10.95,9.5,14.2,9.2,12.1,10.4,16.1,16.85,19.8,38101.0,0.0,13.5,10.25,6.95,43.2,11.8,8.4
Samara State Technical University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,16.9,10.6,10.9,10.4,32.3,16.85,16.0,12762.0,0.05,13.5,10.25,6.95,22.1,11.8,8.4
Pedagogical and Technological University of Colombia,Colombia,1501+,,9.7-22.7,,10.95,9.5,19.3,7.7,5.2,10.4,16.0,16.85,16.0,33268.0,0.0,13.5,10.25,6.95,35.5,11.8,8.4
University of the Peloponnese,Greece,1501+,,9.7-22.7,,10.95,9.5,16.1,12.6,28.9,10.4,29.0,16.85,39.4,12801.0,0.01,13.5,10.25,6.95,27.8,11.8,8.4
Saints Cyril and Methodius University in Skopje,North Macedonia,1501+,,9.7-22.7,,10.95,9.5,19.2,9.3,25.9,10.4,23.2,16.85,13.5,26800.0,0.05,13.5,10.25,6.95,46.0,11.8,8.4
Maria Curie-Skłodowska University (UMCS),Poland,1501+,,9.7-22.7,,10.95,9.5,21.6,19.3,22.4,10.4,22.7,16.85,11.7,16937.0,0.09,13.5,10.25,6.95,33.4,11.8,8.4
Sivas Cumhuriyet University,Turkey,1501+,,9.7-22.7,,10.95,9.5,14.9,9.5,26.1,10.4,18.5,16.85,32.4,33919.0,0.08,13.5,10.25,6.95,29.7,11.8,8.4
University of Phayao,Thailand,1501+,,9.7-22.7,,10.95,9.5,14.9,9.4,39.3,10.4,16.3,16.85,17.1,17256.0,0.0,13.5,10.25,6.95,25.9,11.8,8.4
Ufa State Petroleum Technological University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,23.0,8.0,17.1,10.4,16.7,16.85,8.2,12971.0,0.11,13.5,10.25,6.95,29.7,11.8,8.4
University of Pernambuco,Brazil,1501+,,9.7-22.7,,10.95,9.5,16.0,10.3,15.2,10.4,18.3,16.85,16.9,21435.0,0.0,13.5,10.25,6.95,26.4,11.8,8.4
Perm State University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,21.2,12.5,8.2,10.4,24.6,16.85,12.0,9845.0,0.05,13.5,10.25,6.95,23.7,11.8,8.4
Dokkyo Medical University,Japan,1501+,,9.7-22.7,,10.95,9.5,26.7,10.3,22.0,10.4,37.9,16.85,1.2,1314.0,0.01,13.5,10.25,6.95,19.1,11.8,8.4
Dicle University,Turkey,1501+,,9.7-22.7,,10.95,9.5,30.3,16.9,12.7,10.4,53.0,16.85,17.5,32454.0,0.04,13.5,10.25,6.95,21.9,11.8,8.4
University for Development Studies,Ghana,1501+,,9.7-22.7,,10.95,9.5,11.1,9.9,31.1,10.4,18.9,16.85,27.4,16714.0,0.0,13.5,10.25,6.95,51.5,11.8,8.4
Tokyo Denki University,Japan,1501+,,9.7-22.7,,10.95,9.5,14.9,9.0,12.1,10.4,56.4,16.85,28.7,9837.0,0.03,13.5,10.25,6.95,21.9,11.8,8.4
Burapha University,Thailand,1501+,,9.7-22.7,,10.95,9.5,16.0,9.8,10.3,10.4,20.9,16.85,17.4,24431.0,0.02,13.5,10.25,6.95,27.6,11.8,8.4
Zonguldak Bülent Ecevit University,Turkey,1501+,,9.7-22.7,,10.95,9.5,12.5,11.2,21.6,10.4,48.1,16.85,22.4,29329.0,0.08,13.5,10.25,6.95,26.4,11.8,8.4
Instituto Politécnico de Viana do Castelo,Portugal,1501+,,9.7-22.7,,10.95,9.5,13.0,9.6,35.4,10.4,18.7,16.85,19.8,5364.0,0.1,13.5,10.25,6.95,44.1,11.8,8.4
Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,1501+,,9.7-22.7,,10.95,9.5,21.1,10.9,21.6,10.4,22.3,16.85,22.8,7105.0,0.0,13.5,10.25,6.95,34.5,11.8,8.4
University of Dar es Salaam,Tanzania,1501+,,9.7-22.7,,10.95,9.5,14.4,10.3,28.2,10.4,21.7,16.85,21.1,36666.0,0.0,13.5,10.25,6.95,49.5,11.8,8.4
Damghan University,Iran,1501+,,9.7-22.7,,10.95,9.5,17.7,11.4,27.0,10.4,17.9,16.85,15.9,4709.0,0.0,13.5,10.25,6.95,27.9,11.8,8.4
North-Eastern Federal University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,24.7,10.1,11.2,10.4,17.5,16.85,12.2,12179.0,0.04,13.5,10.25,6.95,26.5,11.8,8.4
Ordu University,Turkey,1501+,,9.7-22.7,,10.95,9.5,14.0,10.3,19.6,10.4,16.7,16.85,18.7,11050.0,0.0,13.5,10.25,6.95,17.9,11.8,8.4
Omsk State Technical University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,18.4,8.4,7.3,10.4,20.0,16.85,14.0,12150.0,0.13,13.5,10.25,6.95,31.1,11.8,8.4
Dunarea de Jos University of Galati,Romania,1501+,,9.7-22.7,,10.95,9.5,19.8,9.2,17.5,10.4,16.4,16.85,16.0,12481.0,0.22,13.5,10.25,6.95,46.1,11.8,8.4
Dumlupinar University,Turkey,1501+,,9.7-22.7,,10.95,9.5,10.9,7.8,23.3,10.4,19.8,16.85,44.4,44749.0,0.19,13.5,10.25,6.95,38.5,11.8,8.4
Bozok University,Turkey,1501+,,9.7-22.7,,10.95,9.5,16.1,9.4,30.3,10.4,16.9,16.85,14.4,13417.0,0.05,13.5,10.25,6.95,28.9,11.8,8.4
University of Sciences and Technology Houari Boumediene,Algeria,1501+,,9.7-22.7,,10.95,9.5,17.8,7.4,12.8,10.4,18.2,16.85,19.5,39136.0,0.0,13.5,10.25,6.95,35.3,11.8,8.4
Universitas Sriwijaya,Indonesia,1501+,,9.7-22.7,,10.95,9.5,12.4,9.0,18.1,10.4,16.2,16.85,24.7,36361.0,0.0,13.5,10.25,6.95,19.9,11.8,8.4
Srinakharinwirot University,Thailand,1501+,,9.7-22.7,,10.95,9.5,19.4,9.7,15.8,10.4,18.8,16.85,18.9,28132.0,0.01,13.5,10.25,6.95,22.3,11.8,8.4
Shimane University,Japan,1501+,,9.7-22.7,,10.95,9.5,25.7,13.0,19.3,10.4,37.1,16.85,8.2,6005.0,0.03,13.5,10.25,6.95,28.7,11.8,8.4
Shahed University,Iran,1501+,,9.7-22.7,,10.95,9.5,30.3,14.8,22.5,10.4,26.6,16.85,15.8,5207.0,0.0,13.5,10.25,6.95,18.7,11.8,8.4
Prague University of Economics and Business,Czech Republic,1501+,,9.7-22.7,,10.95,9.5,15.5,14.9,27.6,10.4,16.8,16.85,29.1,14306.0,0.27,13.5,10.25,6.95,47.9,11.8,8.4
Bursa UludaÄŸ University,Turkey,1501+,,9.7-22.7,,10.95,9.5,18.8,10.4,20.0,10.4,31.0,16.85,24.2,41901.0,0.1,13.5,10.25,6.95,32.3,11.8,8.4
Bursa Technical University,Turkey,1501+,,9.7-22.7,,10.95,9.5,13.7,9.4,30.4,10.4,18.5,16.85,18.5,8696.0,0.08,13.5,10.25,6.95,29.7,11.8,8.4
Pamukkale University,Turkey,1501+,,9.7-22.7,,10.95,9.5,15.2,9.5,16.7,10.4,18.5,16.85,22.0,33761.0,0.03,13.5,10.25,6.95,20.4,11.8,8.4
Oita University,Japan,1501+,,9.7-22.7,,10.95,9.5,25.8,11.0,20.0,10.4,35.3,16.85,8.5,5381.0,0.02,13.5,10.25,6.95,22.9,11.8,8.4
SGH Warsaw School of Economics,Poland,1501+,,9.7-22.7,,10.95,9.5,24.8,15.2,24.1,10.4,16.1,16.85,16.5,8618.0,0.13,13.5,10.25,6.95,36.7,11.8,8.4
Izmir University of Economics,Turkey,1501+,,9.7-22.7,,10.95,9.5,16.7,11.2,36.7,10.4,26.2,16.85,14.7,6750.0,0.02,13.5,10.25,6.95,32.5,11.8,8.4
Payame Noor University,Iran,1501+,,9.7-22.7,,10.95,9.5,12.9,9.1,26.1,10.4,19.6,16.85,120.3,428888.0,0.01,13.5,10.25,6.95,21.3,11.8,8.4
Nizhny Novgorod State Technical University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,17.6,9.7,10.7,10.4,39.6,16.85,14.7,7931.0,0.04,13.5,10.25,6.95,23.6,11.8,8.4
EskiÅŸehir Osmangazi University,Turkey,1501+,,9.7-22.7,,10.95,9.5,21.5,16.6,20.5,10.4,19.2,16.85,17.5,30301.0,0.07,13.5,10.25,6.95,27.0,11.8,8.4
Recep Tayyip ErdoÄŸan University,Turkey,1501+,,9.7-22.7,,10.95,9.5,16.3,9.5,23.9,10.4,16.6,16.85,16.9,12407.0,0.04,13.5,10.25,6.95,22.3,11.8,8.4
Tula State University,Russian Federation,1501+,,9.7-22.7,,10.95,9.5,11.6,9.0,5.1,10.4,17.6,16.85,35.0,18428.0,0.03,13.5,10.25,6.95,19.0,11.8,8.4
Sofia University,Bulgaria,1501+,,9.7-22.7,,10.95,9.5,28.3,12.2,23.4,10.4,21.6,16.85,7.5,22467.0,0.07,13.5,10.25,6.95,39.4,11.8,8.4
Technical University of Sofia,Bulgaria,1501+,,9.7-22.7,,10.95,9.5,23.2,11.1,24.2,10.4,25.0,16.85,9.7,10318.0,0.09,13.5,10.25,6.95,26.8,11.8,8.4
Shizuoka University,Japan,1501+,,9.7-22.7,,10.95,9.5,22.6,16.0,19.5,10.4,58.3,16.85,14.5,9928.0,0.04,13.5,10.25,6.95,37.0,11.8,8.4
Catholic University of Brasília,Brazil,1501+,,9.7-22.7,,10.95,9.5,15.4,10.5,11.7,10.4,19.0,16.85,22.6,10064.0,0.0,13.5,10.25,6.95,35.7,11.8,8.4
Sichuan University of Science and Engineering,China,1501+,,9.7-22.7,,10.95,9.5,12.0,10.4,23.8,10.4,26.4,16.85,22.9,44741.0,0.01,13.5,10.25,6.95,20.3,11.8,8.4
R V College of Engineering,India,1501+,,9.7-22.7,,10.95,9.5,24.6,9.4,29.3,10.4,17.8,16.85,14.9,5741.0,0.0,13.5,10.25,6.95,16.1,11.8,8.4
NED University of Engineering and Technology,Pakistan,1501+,,9.7-22.7,,10.95,9.5,12.7,13.1,19.8,10.4,26.3,16.85,24.0,12878.0,0.0,13.5,10.25,6.95,49.9,11.8,8.4
Universitas Negeri Yogyakarta,Indonesia,1501+,,9.7-22.7,,10.95,9.5,16.9,10.5,28.8,10.4,23.1,16.85,16.3,24073.0,0.01,13.5,10.25,6.95,30.6,11.8,8.4
Universitas Negeri Surabaya,Indonesia,1501+,,9.7-22.7,,10.95,9.5,13.5,9.0,27.2,10.4,15.6,16.85,28.0,35066.0,0.01,13.5,10.25,6.95,35.0,11.8,8.4
Vietnam National University (Ho Chi Minh City),Vietnam,1501+,,9.7-22.7,,10.95,9.5,14.6,11.2,26.1,10.4,26.2,16.85,24.5,83599.0,0.01,13.5,10.25,6.95,36.8,11.8,8.4
Federal University of Itajubá,Brazil,1501+,,9.7-22.7,,10.95,9.5,17.7,9.6,21.3,10.4,20.5,16.85,17.3,8608.0,0.01,13.5,10.25,6.95,28.0,11.8,8.4
